Number,Order ID,Order Date,SKU,Product Name,Category,Qty,Selling Price,Customer City,State,Order Status
492,MS2606492,46203,SKU109,Festive Kurti,Women's Kurtis,1,1199,Chandigarh,Chandigarh,Delivered
493,MS2606493,46203,SKU108,Palazzo Set,Kurta Sets,2,3798,Kochi,Kerala,Delivered
494,MS2606494,46203,SKU107,Printed A-Line Kurti,Women's Kurtis,2,1798,Surat,Gujarat,Delivered
495,MS2606495,46203,SKU111,Casual Maxi Dress,Dresses,1,1599,Hyderabad,Telangana,Delivered
496,MS2606496,46203,SKU106,Cotton Kurta Set,Kurta Sets,2,2798,Delhi,Delhi,Delivered
497,MS2606497,46203,SKU101,Floral Cotton Kurti,Women's Kurtis,1,799,Jaipur,Rajasthan,Delivered
498,MS2606498,46203,SKU110,Cotton Printed Dress,Dresses,2,2798,Ghaziabad,Uttar Pradesh,Delivered
499,MS2606499,46203,SKU105,Embroidered Kurti,Women's Kurtis,1,999,Nagpur,Maharashtra,Delivered
500,MS2606500,46203,SKU112,Chikankari Kurti,Women's Kurtis,2,2598,Delhi,Delhi,Delivered
501,MS2606501,46199,SKU103,Anarkali Kurti,Women's Kurtis,1,1199,Delhi,Delhi,Delivered
502,MS2606502,46199,SKU108,Palazzo Set,Kurta Sets,2,3798,Jaipur,Rajasthan,Delivered
503,MS2606503,46199,SKU109,Festive Kurti,Women's Kurtis,2,2398,Lucknow,Uttar Pradesh,Delivered
504,MS2606504,46199,SKU104,Straight Kurta Set,Kurta Sets,1,1699,Mumbai,Maharashtra,Delivered
505,MS2606505,46199,SKU111,Casual Maxi Dress,Dresses,2,3198,Noida,Uttar Pradesh,Delivered
506,MS2606506,46200,SKU106,Cotton Kurta Set,Kurta Sets,1,1399,Ahmedabad,Gujarat,Delivered
507,MS2606507,46200,SKU101,Floral Cotton Kurti,Women's Kurtis,3,2397,Delhi,Delhi,Delivered
508,MS2606508,46200,SKU112,Chikankari Kurti,Women's Kurtis,1,1299,Pune,Maharashtra,Delivered
509,MS2606509,46200,SKU102,Rayon Printed Kurti,Women's Kurtis,2,1498,Patna,Bihar,Delivered
510,MS2606510,46200,SKU107,Printed A-Line Kurti,Women's Kurtis,1,899,Chandigarh,Chandigarh,Delivered
511,MS2606511,46200,SKU110,Cotton Printed Dress,Dresses,2,2798,Delhi,Delhi,Delivered
512,MS2606512,46201,SKU105,Embroidered Kurti,Women's Kurtis,1,999,Surat,Gujarat,Returned
513,MS2606513,46201,SKU103,Anarkali Kurti,Women's Kurtis,2,2398,Indore,Madhya Pradesh,Delivered
514,MS2606514,46201,SKU109,Festive Kurti,Women's Kurtis,1,1199,Kochi,Kerala,Delivered
515,MS2606515,46201,SKU104,Straight Kurta Set,Kurta Sets,2,3398,Delhi,Delhi,Delivered
516,MS2606516,46201,SKU112,Chikankari Kurti,Women's Kurtis,2,2598,Jaipur,Rajasthan,Delivered
517,MS2606517,46201,SKU106,Cotton Kurta Set,Kurta Sets,1,1399,Ghaziabad,Uttar Pradesh,Delivered
518,MS2606518,46202,SKU101,Floral Cotton Kurti,Women's Kurtis,2,1598,Ranchi,Jharkhand,Delivered
519,MS2606519,46202,SKU111,Casual Maxi Dress,Dresses,1,1599,Nagpur,Maharashtra,Delivered
520,MS2606520,46202,SKU108,Palazzo Set,Kurta Sets,1,1899,Meerut,Uttar Pradesh,Delivered
521,MS2606521,46202,SKU103,Anarkali Kurti,Women's Kurtis,1,1199,Delhi,Delhi,Delivered
522,MS2606522,46202,SKU109,Festive Kurti,Women's Kurtis,2,2398,Bhopal,Madhya Pradesh,Delivered
523,MS2606523,46202,SKU102,Rayon Printed Kurti,Women's Kurtis,3,2247,Agra,Uttar Pradesh,Delivered
524,MS2606524,46202,SKU105,Embroidered Kurti,Women's Kurtis,2,1998,Delhi,Delhi,Delivered
525,MS2606525,46202,SKU110,Cotton Printed Dress,Dresses,1,1399,Jaipur,Rajasthan,Delivered
526,MS2606526,46203,SKU104,Straight Kurta Set,Kurta Sets,2,3398,Ludhiana,Punjab,Delivered
527,MS2606527,46203,SKU112,Chikankari Kurti,Women's Kurtis,1,1299,Kolkata,West Bengal,Delivered
528,MS2606528,46203,SKU101,Floral Cotton Kurti,Women's Kurtis,2,1598,Vadodara,Gujarat,Delivered
529,MS2606529,46203,SKU108,Palazzo Set,Kurta Sets,2,3798,Bengaluru,Karnataka,Delivered
530,MS2606530,46203,SKU103,Anarkali Kurti,Women's Kurtis,2,2398,Delhi,Delhi,Delivered
531,MS2606531,46203,SKU111,Casual Maxi Dress,Dresses,1,1599,Jaipur,Rajasthan,Delivered
532,MS2606532,46203,SKU109,Festive Kurti,Women's Kurtis,1,1199,Noida,Uttar Pradesh,Delivered
533,MS2606533,46203,SKU107,Printed A-Line Kurti,Women's Kurtis,2,1798,Mumbai,Maharashtra,Delivered
534,MS2606534,46203,SKU106,Cotton Kurta Set,Kurta Sets,2,2798,Delhi,Delhi,Delivered
535,MS2606535,46203,SKU102,Rayon Printed Kurti,Women's Kurtis,1,749,Pune,Maharashtra,Delivered
536,MS2606536,46203,SKU110,Cotton Printed Dress,Dresses,1,1399,Ahmedabad,Gujarat,Delivered
537,MS2606537,46203,SKU104,Straight Kurta Set,Kurta Sets,1,1699,Kanpur,Uttar Pradesh,Delivered
538,MS2606538,46203,SKU105,Embroidered Kurti,Women's Kurtis,2,1998,Delhi,Delhi,Delivered
539,MS2606539,46203,SKU101,Floral Cotton Kurti,Women's Kurtis,3,2397,Lucknow,Uttar Pradesh,Delivered
540,MS2606540,46203,SKU112,Chikankari Kurti,Women's Kurtis,2,2598,Patna,Bihar,Delivered
541,MS2606541,46203,SKU103,Anarkali Kurti,Women's Kurtis,1,1199,Indore,Madhya Pradesh,Delivered
542,MS2606542,46203,SKU109,Festive Kurti,Women's Kurtis,2,2398,Chandigarh,Chandigarh,Delivered
543,MS2606543,46203,SKU108,Palazzo Set,Kurta Sets,1,1899,Kochi,Kerala,Delivered
544,MS2606544,46203,SKU107,Printed A-Line Kurti,Women's Kurtis,1,899,Surat,Gujarat,Delivered
545,MS2606545,46203,SKU111,Casual Maxi Dress,Dresses,2,3198,Hyderabad,Telangana,Delivered
546,MS2606546,46203,SKU106,Cotton Kurta Set,Kurta Sets,1,1399,Delhi,Delhi,Delivered
547,MS2606547,46203,SKU101,Floral Cotton Kurti,Women's Kurtis,2,1598,Jaipur,Rajasthan,Delivered
548,MS2606548,46203,SKU110,Cotton Printed Dress,Dresses,2,2798,Ghaziabad,Uttar Pradesh,Delivered
549,MS2606549,46203,SKU105,Embroidered Kurti,Women's Kurtis,1,999,Nagpur,Maharashtra,Delivered
550,MS2606550,46203,SKU112,Chikankari Kurti,Women's Kurtis,2,2598,Delhi,Delhi,Delivered
